pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Gf	chr4	7000001	8000000	0.00878744807113845	104437	103413	11768263	60298
Gf	chr4	8000001	9000000	0.007773250615203451	186701	160414	20636669	144662
Gf	chr4	9000001	10000000	0.008358857448538214	137839	128381	15358678	94876
Gf	chr4	10000001	11000000	0.0085061714354161	98669	97005	11404073	36390
Gf	chr4	11000001	12000000	0.008674709870159714	116186	113244	13054500	68440
Gf	chr4	12000001	13000000	0.008101688435430294	187373	175126	21615988	66504
Gf	chr4	13000001	14000000	0.007570912378672335	162737	135268	17866803	186458
Gf	chr4	14000001	15000000	0.006441007632518596	180561	133176	20676268	96376
Gf	chr4	15000001	16000000	0.006605245458975012	179183	137161	20765466	57172
Gf	chr4	16000001	17000000	0.007131430183644551	208807	172284	24158408	71632
Gf	chr4	17000001	18000000	0.0068741675761773875	183131	142363	20709853	104166
Gf	chr4	18000001	19000000	0.0072234848814721805	205706	167551	23195314	151164
Gf	chr4	19000001	20000000	0.006240029817396631	227813	166047	26609969	55630
Gf	chr4	20000001	21000000	0.0050522978063683366	224761	118833	23520585	514358
Gf	chr4	21000001	22000000	0.004896928817791499	124312	71456	14592003	69610
Gf	chr4	22000001	23000000	0.004614978858081147	192313	94927	20569325	650758
Gf	chr4	23000001	24000000	0.006153224896512884	230007	163439	26561519	79010
Gf	chr4	24000001	25000000	0.0046177846641730315	194610	103753	22468133	99190
Gf	chr4	25000001	26000000	0.004410869838992165	87244	44166	10012991	93906
Gf	chr4	26000001	27000000	0.004185309363878749	201898	99484	23769808	106520
Gf	chr4	27000001	28000000	0.005906311390249644	198374	136539	23117474	59124
Gf	chr4	28000001	29000000	0.005544177563585793	237885	154449	27857874	61836
Gf	chr4	29000001	30000000	0.006228904710253665	185160	120234	19302591	394754
Gf	chr4	30000001	31000000	0.006997773247333818	225479	178914	25567276	126152
Gf	chr4	31000001	32000000	0.004677656241011439	187527	99608	21294425	118798
Gf	chr4	32000001	33000000	0.0070550467545081345	209729	159440	22599425	277198
Gf	chr4	33000001	34000000	0.007034294944497548	184900	149597	21266808	75992
Gf	chr4	34000001	35000000	0.007087308853426275	150382	122636	17303606	56284
Gf	chr4	35000001	36000000	0.007960771294805954	110453	100570	12633198	52628
Gf	chr4	36000001	37000000	0.003908247556065848	172800	78658	20126156	58000
Gf	chr4	37000001	38000000	0.004876659306889679	216635	119844	24575020	186592
Gf	chr4	38000001	39000000	0.007449094946727078	152946	128235	17214843	95842
Gf	chr4	39000001	40000000	0.007442172670915076	133406	99474	13366258	229268
Gf	chr4	40000001	41000000	0.006949844063408284	142962	111343	16020935	152570
Gf	chr4	41000001	42000000	0.006409877964254003	159381	119973	18716893	36062
Gf	chr4	42000001	43000000	0.008296942953239557	153617	143257	17266239	90418
Gf	chr4	43000001	44000000	0.007920745573327732	98682	87688	11070675	69578
Gf	chr4	44000001	45000000	0.0072463479220241205	151615	123597	17056454	92284
Gf	chr4	45000001	46000000	0.006774524845244428	178286	138377	20426082	79564
Gf	chr4	46000001	47000000	0.005685273901050556	166501	107647	18934356	94184
Gf	chr4	47000001	48000000	0.005703703402690678	170287	110883	19440527	101482
Gf	chr4	48000001	49000000	0.00509328552574372	218288	130339	25590358	66588
Gf	chr4	49000001	50000000	0.00513112602762836	210478	126527	24658720	59496
Gf	chr4	50000001	51000000	0.004849433785085032	60061	34125	7036904	13568
Gs	chr4	1	1000000	0.006347798059940049	132911	385838	60782967	218106
Gs	chr4	1000001	2000000	0.0073406105172040305	160554	538934	73418144	234896
Gs	chr4	2000001	3000000	0.007652707875010933	151877	523816	68448451	266570
Gs	chr4	3000001	4000000	0.008276144178505047	132646	476346	57556513	312438
Gs	chr4	4000001	5000000	0.008835410762759613	126024	486870	55104399	305786
Gs	chr4	5000001	6000000	0.008675471397544992	123587	464649	53558934	302388
Gs	chr4	6000001	7000000	0.008088599672121484	166232	631707	78098438	166972
Gs	chr4	7000001	8000000	0.008024298304662586	104436	383505	47792964	153488
Gs	chr4	8000001	9000000	0.007198321228885783	182467	609338	84650015	380746
Gs	chr4	9000001	10000000	0.009403263064486508	137843	618666	65792693	94774
Gs	chr4	10000001	11000000	0.008995415941820456	98787	421747	46884658	74372
Gs	chr4	11000001	12000000	0.009210536463900212	116280	488438	53030353	172798
Gs	chr4	12000001	13000000	0.007922968360637325	187329	665242	83963733	374830
Gs	chr4	13000001	14000000	0.009334264541925081	163442	678158	72652537	323654
Gs	chr4	14000001	15000000	0.0065911927458990344	181163	566235	85907820	149784
Gs	chr4	15000001	16000000	0.008330865090855616	179184	710456	85279979	125202
Gs	chr4	16000001	17000000	0.00778174154831194	208844	770663	99034772	168536
Gs	chr4	17000001	18000000	0.00924965547716579	183262	791565	85577782	206948
Gs	chr4	18000001	19000000	0.008539420154193064	205881	770791	90262686	563540
Gs	chr4	19000001	20000000	0.00684482230041788	227813	730507	106724027	240850
Gs	chr4	20000001	21000000	0.008263610446078939	236598	890732	107789689	341654
Gs	chr4	21000001	22000000	0.010608863684403225	126854	611364	57627661	187990
Gs	chr4	22000001	23000000	0.009169736705534856	217730	905281	98724863	341106
Gs	chr4	23000001	24000000	0.010223836345073394	230025	1089874	106601276	266280
Gs	chr4	24000001	25000000	0.010802230518905321	195681	908757	84126792	534568
Gs	chr4	25000001	26000000	0.016135145746884398	90428	412918	25591216	806616
Gs	chr4	26000001	27000000	0.01126280589870662	205636	937720	83258116	766968
Gs	chr4	27000001	28000000	0.008993764128390517	198495	849846	94492805	136782
Gs	chr4	28000001	29000000	0.00808513169310991	238384	924888	114393684	130176
Gs	chr4	29000001	30000000	0.012100338669723827	192741	975238	80595926	610052
Gs	chr4	30000001	31000000	0.008809116344778274	224443	819172	92991393	764086
Gs	chr4	31000001	32000000	0.00932580547500796	187758	792492	84978397	337598
Gs	chr4	32000001	33000000	0.008319823738751876	211587	838951	100837593	144998
Gs	chr4	33000001	34000000	0.010115143750184765	184802	850616	84093318	322492
Gs	chr4	34000001	35000000	0.008452934497355933	150224	587667	69522247	191418
Gs	chr4	35000001	36000000	0.007172066128195832	110452	372624	51954903	105570
Gs	chr4	36000001	37000000	0.010162815211816242	172949	815275	80221374	195156
Gs	chr4	37000001	38000000	0.007103921022276146	219855	739943	104159801	184910
Gs	chr4	38000001	39000000	0.008907372127379017	153170	620858	69701590	233716
Gs	chr4	39000001	40000000	0.006595920719287833	133458	412450	62531073	136182
Gs	chr4	40000001	41000000	0.007125264465366126	146088	496601	69695799	102322
Gs	chr4	41000001	42000000	0.007242079332435122	159506	545001	75254768	145200
Gs	chr4	42000001	43000000	0.007370320116730942	153576	531472	72109758	152540
Gs	chr4	43000001	44000000	0.00887058042362204	98877	402494	45374032	138896
Gs	chr4	44000001	45000000	0.006748952903239707	150924	458888	67993955	309426
Gs	chr4	45000001	46000000	0.006716515122148443	178285	564953	84114007	162762
Gs	chr4	46000001	47000000	0.00629400008648199	166863	487177	77403399	212842
Gs	chr4	47000001	48000000	0.0062735333431216634	171068	495730	79019266	235820
Gs	chr4	48000001	49000000	0.005965759143624001	219424	609716	102202584	256360
Gs	chr4	49000001	50000000	0.005783152019657007	210734	581736	100591511	153898
Gs	chr4	50000001	51000000	0.005688130251107686	60077	159427	28028015	63218
Gz	chr4	1	1000000	0.005239635889078932	132594	318341	60756321	232422
Gz	chr4	1000001	2000000	0.006039185357288109	160111	446097	73867082	241212
Gz	chr4	2000001	3000000	0.006009825301818634	151819	409863	68198821	297214
Gz	chr4	3000001	4000000	0.005959046631252415	132195	351274	58948020	288984
Gz	chr4	4000001	5000000	0.007497216643179204	125810	405385	54071400	388008
Gz	chr4	5000001	6000000	0.006661507235535365	123491	357876	53722977	331806
Gz	chr4	6000001	7000000	0.006333084605999496	165700	497951	78626930	164028
Gz	chr4	7000001	8000000	0.008345097488054743	104437	378583	45365917	272998
Gz	chr4	8000001	9000000	0.005783358680599103	185890	487330	84264184	394640
Gz	chr4	9000001	10000000	0.008869053712120526	137442	573141	64622565	145198
Gz	chr4	10000001	11000000	0.008452798213519006	98787	393959	46606933	90902
Gz	chr4	11000001	12000000	0.008253449467510174	113798	403062	48835581	386182
Gz	chr4	12000001	13000000	0.008535088607632425	187373	737791	86442102	251868
Gz	chr4	13000001	14000000	0.00891237215615835	163425	655524	73552135	302122
Gz	chr4	14000001	15000000	0.007544671646986982	181134	650424	86209716	145968
Gz	chr4	15000001	16000000	0.006601437100550648	179184	554967	84067604	186904
Gz	chr4	16000001	17000000	0.007700030289618751	208862	753438	97848706	217084
Gz	chr4	17000001	18000000	0.007499389152662493	182118	637147	84959853	257294
Gz	chr4	18000001	19000000	0.009817137122900868	206041	886122	90262771	541818
Gz	chr4	19000001	20000000	0.007968743930288983	227811	871828	109405950	122684
Gz	chr4	20000001	21000000	0.008383242292600531	236598	879090	104862769	474238
Gz	chr4	21000001	22000000	0.008469606003244893	126854	510422	60265141	101446
Gz	chr4	22000001	23000000	0.009009339015968117	217330	851233	94483402	545836
Gz	chr4	23000001	24000000	0.007874399746866701	229978	822513	104454057	366406
Gz	chr4	24000001	25000000	0.00941830732677752	196018	834542	88608491	318450
Gz	chr4	25000001	26000000	0.010927648804813764	90428	418925	38336243	257858
Gz	chr4	26000001	27000000	0.006740737311883531	202483	533410	79132293	1160894
Gz	chr4	27000001	28000000	0.007216808197132527	197988	676162	93692666	205164
Gz	chr4	28000001	29000000	0.006871934728457876	238384	787459	114590582	144316
Gz	chr4	29000001	30000000	0.011120057090616134	189609	850421	76476316	809720
Gz	chr4	30000001	31000000	0.006436953947208742	223469	658249	102260946	437380
Gz	chr4	31000001	32000000	0.0076869774284661725	184397	667233	86800437	286126
Gz	chr4	32000001	33000000	0.007794565770663399	211580	767864	98512736	252912
Gz	chr4	33000001	34000000	0.009192923373483685	184973	773178	84105781	293078
Gz	chr4	34000001	35000000	0.00908441393284147	150390	646911	71211088	125800
Gz	chr4	35000001	36000000	0.006746301422576908	110418	354556	52555612	84480
Gz	chr4	36000001	37000000	0.009280229537605537	172943	707805	76270204	362512
Gz	chr4	37000001	38000000	0.005725534772870425	219882	601270	105015518	163188
Gz	chr4	38000001	39000000	0.006992332297705212	147077	467743	66893703	471034
Gz	chr4	39000001	40000000	0.005156660283630819	133395	328881	63777907	99682
Gz	chr4	40000001	41000000	0.005915468470131176	146088	409716	69261801	131398
Gz	chr4	41000001	42000000	0.00557856473053611	159112	422727	75777018	135100
Gz	chr4	42000001	43000000	0.0062825998418676475	153369	437928	69704901	255790
Gz	chr4	43000001	44000000	0.007561075953932925	98821	339063	44843221	185070
Gz	chr4	44000001	45000000	0.005450352135433059	150786	374686	68745283	302370
Gz	chr4	45000001	46000000	0.005416276478946009	178251	456229	84232960	180216
Gz	chr4	46000001	47000000	0.0051541621443741215	166571	410856	79713441	117902
Gz	chr4	47000001	48000000	0.005168880295048572	171135	408816	79091791	252754
Gz	chr4	48000001	49000000	0.004906102564738354	218953	504939	102920596	240584
Gz	chr4	49000001	50000000	0.004815963923333516	210745	485981	100910432	148368
Gz	chr4	50000001	51000000	0.004163475570975862	60047	117979	28336662	56076
La	chr4	1	1000000	0.001229572694027703	132637	79506	64661488	65864
La	chr4	1000001	2000000	0.001464277215650335	158267	111506	76150881	178230
La	chr4	2000001	3000000	0.0010978334527967399	150608	75933	69166229	341182
La	chr4	3000001	4000000	0.0023060032589653067	124586	134252	58218478	422740
La	chr4	4000001	5000000	0.0014283280969955685	118509	80887	56630546	354084
La	chr4	5000001	6000000	0.0014210232693784388	120378	82717	58209462	170300
La	chr4	6000001	7000000	0.0009684081231591998	162203	76905	79413832	175296
La	chr4	7000001	8000000	0.0016033930574440565	98734	75928	47354577	252606
La	chr4	8000001	9000000	0.0021353070435109374	183570	189114	88565249	208926
La	chr4	9000001	10000000	0.004091860974424522	137512	270396	66081424	110000
La	chr4	10000001	11000000	0.0026706329305736984	98156	125449	46973509	97998
La	chr4	11000001	12000000	0.002354377764249148	110035	121631	51661633	347302
La	chr4	12000001	13000000	0.001535647999455122	177898	127073	82748781	581638
La	chr4	13000001	14000000	0.0012378786348429818	156951	93242	75324024	328336
La	chr4	14000001	15000000	0.0011481827409848301	178462	100378	87423366	135676
La	chr4	15000001	16000000	0.00237157595049995	178966	206641	87132356	85176
La	chr4	16000001	17000000	0.0017823842305131263	207592	181964	102090221	77230
La	chr4	17000001	18000000	0.001539286241986246	181960	137358	89234865	86302
La	chr4	18000001	19000000	0.0013137446042933297	205184	132508	100862831	103242
La	chr4	19000001	20000000	0.0012984135881513657	213509	133090	102502008	628472
La	chr4	20000001	21000000	0.0012238841083320744	230117	137039	111970569	316542
La	chr4	21000001	22000000	0.001555281849321645	123477	93460	60092002	162452
La	chr4	22000001	23000000	0.0020223546350486613	210028	204404	101072283	404170
La	chr4	23000001	24000000	0.002548712199558573	228862	281519	110455390	175052
La	chr4	24000001	25000000	0.0023953639259731278	194639	227310	94895810	120324
La	chr4	25000001	26000000	0.0017051250136243645	89068	74106	43460743	77002
La	chr4	26000001	27000000	0.002127039282219157	198929	202922	95401153	393342
La	chr4	27000001	28000000	0.0021923084991700846	197337	207543	94668702	196100
La	chr4	28000001	29000000	0.0018626140655261575	237001	214337	115073221	170006
La	chr4	29000001	30000000	0.003091871146866045	192784	279834	90506359	243370
La	chr4	30000001	31000000	0.002263087781471934	225517	249409	110207391	64170
La	chr4	31000001	32000000	0.0014429292997684402	187298	133195	92308750	38644
La	chr4	32000001	33000000	0.0029158435126921617	211572	295047	101187529	185894
La	chr4	33000001	34000000	0.0024408644623057523	184674	221096	90581023	51682
La	chr4	34000001	35000000	0.003283135763689907	144529	229397	69871311	266426
La	chr4	35000001	36000000	0.0033367619378294635	110305	176982	53040044	84072
La	chr4	36000001	37000000	0.0027346227588494524	167188	222344	81307010	256988
La	chr4	37000001	38000000	0.0020223204686156964	219835	210480	104078460	257368
La	chr4	38000001	39000000	0.002912796129482365	152248	201146	69055983	380330
La	chr4	39000001	40000000	0.002585320361011149	131532	150074	58048512	434824
La	chr4	40000001	41000000	0.001654953928436375	145585	116886	70627948	92848
La	chr4	41000001	42000000	0.0018544347728106996	158064	142559	76874637	117054
La	chr4	42000001	43000000	0.001353407804212568	149799	98117	72496257	203726
La	chr4	43000001	44000000	0.00244117587468612	98259	114223	46790156	114152
La	chr4	44000001	45000000	0.0021122581664425413	151475	155706	73715421	64446
La	chr4	45000001	46000000	0.0012213491154110818	176587	104802	85808389	128302
La	chr4	46000001	47000000	0.001460373017427061	166678	119330	81712000	49288
La	chr4	47000001	48000000	0.0018487082469441452	171244	154196	83407428	72496
La	chr4	48000001	49000000	0.0016819749626868403	219027	178027	105844025	145222
La	chr4	49000001	50000000	0.0010869516245776987	210322	112184	103209745	71030
La	chr4	50000001	51000000	0.00197689851995918	60068	57999	29338380	17248
Ma	chr4	1	1000000	0.0022806413133830217	133067	4787468	2099176215	1424246
Ma	chr4	1000001	2000000	0.0021315197197734914	160564	5388807	2528152543	1750234
Ma	chr4	2000001	3000000	0.0012453663072189184	151878	2978484	2391652948	1644992
Ma	chr4	3000001	4000000	0.0018555918573228709	132646	3831108	2064628590	1597372
Ma	chr4	4000001	5000000	0.0014467347073295375	126357	2870896	1984396991	1411662
Ma	chr4	5000001	6000000	0.0015609581620390398	123608	3071308	1967578680	1209560
Ma	chr4	6000001	7000000	0.0010645252206688187	166238	2813793	2643237516	1658200
Ma	chr4	7000001	8000000	0.004451564078293234	104437	7183446	1613690351	1327662
Ma	chr4	8000001	9000000	0.0033101700092681187	186741	9825586	2968302526	1860256
Ma	chr4	9000001	10000000	0.0038592820672096223	137843	8264113	2141360195	1662342
Ma	chr4	10000001	11000000	0.002734851751577199	98787	4219583	1542892772	1165932
Ma	chr4	11000001	12000000	0.003496872335933291	116281	6370795	1821855186	1311752
Ma	chr4	12000001	13000000	0.0030973337519767043	187373	9406692	3037028862	1515208
Ma	chr4	13000001	14000000	0.003498080321570438	163442	8978323	2566642894	1824612
Ma	chr4	14000001	15000000	0.0023647219396795687	181166	6767954	2862050665	1919974
Ma	chr4	15000001	16000000	0.0024126855909419823	179184	6851822	2839915000	1854240
Ma	chr4	16000001	17000000	0.0026859650890539506	208888	8955105	3334036260	1998864
Ma	chr4	17000001	18000000	0.0022906644699677123	183401	6724113	2935442134	1705032
Ma	chr4	18000001	19000000	0.001904175613969297	207143	6505512	3416445391	1317182
Ma	chr4	19000001	20000000	0.001673832891396655	227813	6242056	3729199033	1630602
Ma	chr4	20000001	21000000	0.0016102579853153533	236598	6146533	3817110709	2212782
Ma	chr4	21000001	22000000	0.0020509155031168584	126854	4147058	2022052100	1233904
Ma	chr4	22000001	23000000	0.0019746078722230167	217730	7129300	3610488999	1286378
Ma	chr4	23000001	24000000	0.001482852969534335	230025	5604105	3779272197	1561586
Ma	chr4	24000001	25000000	0.0018908421112608413	196060	6048386	3198778980	1461232
Ma	chr4	25000001	26000000	0.0019484098792736683	90428	2847529	1461463027	747258
Ma	chr4	26000001	27000000	0.0017888199603653097	206134	6039960	3376505257	1448326
Ma	chr4	27000001	28000000	0.002072848990736953	198496	6694598	3229660255	1531450
Ma	chr4	28000001	29000000	0.001818889825300248	238392	7046086	3873838812	1886328
Ma	chr4	29000001	30000000	0.0024190872633942403	192784	7607605	3144824544	1444048
Ma	chr4	30000001	31000000	0.00235308424962239	225531	8695130	3695205559	1597470
Ma	chr4	31000001	32000000	0.0022599456876969686	187758	6814483	3015330429	1744646
Ma	chr4	32000001	33000000	0.0021777285107552505	211604	7504966	3446235820	1624712
Ma	chr4	33000001	34000000	0.0030949251290308868	185000	9153463	2957571708	1753304
Ma	chr4	34000001	35000000	0.0022610045778395974	150395	5392026	2384792164	1556916
Ma	chr4	35000001	36000000	0.002480547637297628	110453	4302096	1734333151	1241302
Ma	chr4	36000001	37000000	0.002057963281242616	172949	5701121	2770273431	1609974
Ma	chr4	37000001	38000000	0.0018362790660404124	219981	6535622	3559165990	1815144
Ma	chr4	38000001	39000000	0.003744775267751794	153182	9028228	2410886463	1687586
Ma	chr4	39000001	40000000	0.003953832961714184	133475	7435841	1880666450	3026296
Ma	chr4	40000001	41000000	0.0017068243987096365	146088	3926617	2300539530	1591460
Ma	chr4	41000001	42000000	0.0013415411483197037	159506	3429131	2556113172	1463544
Ma	chr4	42000001	43000000	0.002392074519243358	153642	5850793	2445907497	1515838
Ma	chr4	43000001	44000000	0.003250083650091565	98877	5028921	1547320482	1132256
Ma	chr4	44000001	45000000	0.0014754129915361298	151622	3534469	2395579421	1597470
Ma	chr4	45000001	46000000	0.0010953435626088756	178286	3144254	2870564184	1542632
Ma	chr4	46000001	47000000	0.0011146253506059494	166875	2925948	2625050649	1837490
Ma	chr4	47000001	48000000	0.0011533292282990295	171375	3166095	2745178846	1571752
Ma	chr4	48000001	49000000	0.0014809337122261561	219434	5274445	3561567244	1734856
Ma	chr4	49000001	50000000	0.0012904961424296396	211066	4429418	3432337265	1620598
Ma	chr4	50000001	51000000	0.0009210040519387169	60084	910409	988496194	395516
Mv	chr4	1	1000000	0.00651980441074054	132419	454914	69774179	191312
Mv	chr4	1000001	2000000	0.006816696624153516	160498	575171	84376793	220566
Mv	chr4	2000001	3000000	0.007420019636815005	151783	581508	78370143	264534
Mv	chr4	3000001	4000000	0.0074286811349466705	132581	511726	68885175	204590
Mv	chr4	4000001	5000000	0.008237520593882533	124957	508183	61691257	391256
Mv	chr4	5000001	6000000	0.008913292109780912	123546	528693	59315121	396158
Mv	chr4	6000001	7000000	0.008316502149974224	166238	740605	89052463	150894
Mv	chr4	7000001	8000000	0.009212926388563131	104437	504549	54765335	131764
Mv	chr4	8000001	9000000	0.00776600947885793	186727	757831	97583064	253538
Mv	chr4	9000001	10000000	0.00916890449544093	137647	692463	75522981	66164
Mv	chr4	10000001	11000000	0.008369528614301066	98787	451472	53942345	50132
Mv	chr4	11000001	12000000	0.007436530547389055	116173	447324	60152244	212066
Mv	chr4	12000001	13000000	0.0089766023670174	187354	844003	94022545	458928
Mv	chr4	13000001	14000000	0.008204349403650026	162978	697746	85045866	236504
Mv	chr4	14000001	15000000	0.00717206333616129	181166	702643	97969436	123892
Mv	chr4	15000001	16000000	0.00807225485623751	179184	786858	97476853	104374
Mv	chr4	16000001	17000000	0.009294738718723388	208880	1024733	110248715	239850
Mv	chr4	17000001	18000000	0.00890664299696711	183133	863638	96965602	217750
Mv	chr4	18000001	19000000	0.007500957657382699	203766	790565	105395209	486228
Mv	chr4	19000001	20000000	0.005890157589763412	227311	695952	118155073	391712
Mv	chr4	20000001	21000000	0.007679564237406521	236598	966342	125832921	240690
Mv	chr4	21000001	22000000	0.008440327099273339	126776	573670	67967745	125706
Mv	chr4	22000001	23000000	0.009931275922190941	217730	1166084	117415326	163224
Mv	chr4	23000001	24000000	0.006929345464077828	229989	816723	117864379	408244
Mv	chr4	24000001	25000000	0.009844637517484628	196049	980283	99575327	430978
Mv	chr4	25000001	26000000	0.011254026003035713	90397	469155	41687748	345808
Mv	chr4	26000001	27000000	0.006607135351708761	202525	655362	99190037	733266
Mv	chr4	27000001	28000000	0.007644711927310808	198496	827972	108306501	108726
Mv	chr4	28000001	29000000	0.007592395201610236	238384	1001204	131869321	59974
Mv	chr4	29000001	30000000	0.011634018280859424	191803	1093027	93950944	551088
Mv	chr4	30000001	31000000	0.007413011771031839	224525	864129	116569220	380270
Mv	chr4	31000001	32000000	0.007485750511352275	187758	748246	99956043	215494
Mv	chr4	32000001	33000000	0.0064803361121856745	211505	739812	114162597	168526
Mv	chr4	33000001	34000000	0.010295230599591964	185000	1018793	98957764	173504
Mv	chr4	34000001	35000000	0.009988691716572897	150395	798245	79914870	156930
Mv	chr4	35000001	36000000	0.008552452814806641	110453	511942	59859085	77096
Mv	chr4	36000001	37000000	0.008595874010160293	172949	822373	95670667	43212
Mv	chr4	37000001	38000000	0.0071843199179639815	219981	863057	120130647	116996
Mv	chr4	38000001	39000000	0.008234743808005207	153180	657511	79845957	221578
Mv	chr4	39000001	40000000	0.004915385320766627	132996	357211	72672024	88310
Mv	chr4	40000001	41000000	0.0068006663593184035	146088	530913	78067791	140290
Mv	chr4	41000001	42000000	0.007218760782592306	159506	614125	85073466	173968
Mv	chr4	42000001	43000000	0.0075526902315091946	153642	590302	78157846	317872
Mv	chr4	43000001	44000000	0.008171448178451064	98872	423620	51841484	148578
Mv	chr4	44000001	45000000	0.006726122067892433	151620	536353	79741788	192724
Mv	chr4	45000001	46000000	0.006497033121318679	178286	631184	97149574	95872
Mv	chr4	46000001	47000000	0.005810955005222517	166158	515724	88750300	193510
Mv	chr4	47000001	48000000	0.006398100676270174	171364	579144	90518113	214316
Mv	chr4	48000001	49000000	0.005465729113332427	219354	644849	117980417	201010
Mv	chr4	49000001	50000000	0.005562971080910451	210861	637873	114664087	138214
Mv	chr4	50000001	51000000	0.005469531112156679	60083	178557	32645760	39456
Pa	chr4	1	1000000	0.002775775052149534	133067	3328522	1199132472	464670
Pa	chr4	1000001	2000000	0.003038830597941336	160564	4377364	1440476479	611650
Pa	chr4	2000001	3000000	0.0020418609260728394	151878	2810870	1376621671	456510
Pa	chr4	3000001	4000000	0.003389942219876422	132646	4031430	1189232659	501910
Pa	chr4	4000001	5000000	0.0037384835803722194	126357	4241068	1134435369	469296
Pa	chr4	5000001	6000000	0.004231302202275248	123608	4643478	1097411099	552042
Pa	chr4	6000001	7000000	0.003758887111085325	166238	5432777	1445315286	1011632
Pa	chr4	7000001	8000000	0.007096705950726088	104437	6493997	915072013	569048
Pa	chr4	8000001	9000000	0.005842933132004393	186741	9738664	1666742333	774000
Pa	chr4	9000001	10000000	0.007025720767194525	137843	8187103	1165304354	1151890
Pa	chr4	10000001	11000000	0.0054184313057960365	98787	4726052	872217757	488692
Pa	chr4	11000001	12000000	0.007152193302183451	116281	6967896	974232058	1022182
Pa	chr4	12000001	13000000	0.006597715474334186	187373	10462719	1585809367	1553780
Pa	chr4	13000001	14000000	0.006892529310826033	163442	9860791	1430649121	961306
Pa	chr4	14000001	15000000	0.005077823118447054	181166	8152226	1605456868	883788
Pa	chr4	15000001	16000000	0.00513955778432021	179184	8325777	1619940343	580762
Pa	chr4	16000001	17000000	0.005081880022903386	208888	9524760	1874259124	797352
Pa	chr4	17000001	18000000	0.004534515211400177	183401	7333640	1617293064	935762
Pa	chr4	18000001	19000000	0.00711628373912324	207143	12800516	1798764140	1287374
Pa	chr4	19000001	20000000	0.004551296630249852	227813	9314261	2046507129	832728
Pa	chr4	20000001	21000000	0.003412764224996476	236598	7152016	2095666600	1079380
Pa	chr4	21000001	22000000	0.003585499650605322	126854	4134768	1153191578	354880
Pa	chr4	22000001	23000000	0.005382924192242017	217730	9807462	1821958038	1867792
Pa	chr4	23000001	24000000	0.004573985081038743	230025	9504613	2077972016	749530
Pa	chr4	24000001	25000000	0.0043257635808186395	196060	7508752	1735821170	916740
Pa	chr4	25000001	26000000	0.003336439391841755	90428	2729151	817983089	284486
Pa	chr4	26000001	27000000	0.003460290941990623	206134	6417468	1854603589	734402
Pa	chr4	27000001	28000000	0.004193101863365508	198496	7561056	1803213050	567740
Pa	chr4	28000001	29000000	0.0043527746420301645	238392	9373524	2153459522	777060
Pa	chr4	29000001	30000000	0.005756283372832867	192784	9823964	1706650518	955164
Pa	chr4	30000001	31000000	0.004771364213971499	225531	9824783	2059114031	571144
Pa	chr4	31000001	32000000	0.004990565530142944	187758	8393783	1681930224	747900
Pa	chr4	32000001	33000000	0.004802254780695406	211604	9075656	1889873906	933028
Pa	chr4	33000001	34000000	0.004775340232756321	185000	7962389	1667397214	651676
Pa	chr4	34000001	35000000	0.00442605378939395	150395	5894961	1331877397	741812
Pa	chr4	35000001	36000000	0.005050659098695849	110453	4928035	975721169	559936
Pa	chr4	36000001	37000000	0.0058478087271034455	172949	9052771	1548062090	706246
Pa	chr4	37000001	38000000	0.003841948824464677	219981	7660746	1993973983	676340
Pa	chr4	38000001	39000000	0.005354435629731412	153182	7246861	1353431342	745280
Pa	chr4	39000001	40000000	0.003717680927400108	133475	4471121	1202663996	465342
Pa	chr4	40000001	41000000	0.0038953572321124836	146088	5154797	1323318169	453654
Pa	chr4	41000001	42000000	0.004343040167294336	159506	6223469	1432975234	599208
Pa	chr4	42000001	43000000	0.005296503040378238	153642	7262340	1371157525	676026
Pa	chr4	43000001	44000000	0.005608848354622249	98877	4954761	883382949	404352
Pa	chr4	44000001	45000000	0.003165667694234392	151622	4315353	1363173086	553704
Pa	chr4	45000001	46000000	0.0037909712277960183	178286	6123423	1615264963	552878
Pa	chr4	46000001	47000000	0.002180377439546766	166875	3311348	1518704028	456158
Pa	chr4	47000001	48000000	0.0020634994325812975	171375	3237709	1569037989	393636
Pa	chr4	48000001	49000000	0.0023904131574055067	219434	4797155	2006830905	523514
Pa	chr4	49000001	50000000	0.002491382475765887	211066	4836265	1941197326	419688
Pa	chr4	50000001	51000000	0.0011424141295209294	60084	629123	550696095	133970
Pi	chr4	1	1000000	0.0016650695280223612	133067	1911974	1148284782	298510
Pi	chr4	1000001	2000000	0.0026133373564623877	160564	3597867	1376732702	439116
Pi	chr4	2000001	3000000	0.0013061842922251583	151878	1718061	1315328174	300848
Pi	chr4	3000001	4000000	0.00264630209201834	132646	2969851	1122264540	475204
Pi	chr4	4000001	5000000	0.002240483016105883	126357	2427263	1083365945	338820
Pi	chr4	5000001	6000000	0.0018312100410760497	123608	1946788	1063115621	305870
Pi	chr4	6000001	7000000	0.0018526779419638416	166238	2663584	1437694021	349186
Pi	chr4	7000001	8000000	0.004401094538594002	104437	3900946	886358147	357632
Pi	chr4	8000001	9000000	0.002209434454648575	186741	3557726	1610242835	429920
Pi	chr4	9000001	10000000	0.003522040611498285	137843	4057733	1152097164	613762
